EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,4,6,COVID-19 sospecha/confirmada,160,15,17,35,70,23,2025/01/20,M,C4,76540.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,5,1,Influenza y neumonia,224,20,24,24,104,52,27.01.25,F,C2,133838.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,5,2,Infeccion respiratoria aguda alta,213,14,25,50,93,31,27-01-2025,F,C3,70021.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH)  ,-18.4783,-70.3126,Alta Complejidad,2025,5,3,Bronquitis/Bronquiolitis aguda,147,47,36,25,36,3,2025/01/27,M,C4,68032.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,5,4,Crisis asmática,190,6,15,53,98,18,27.01.25,M,C3,102985.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,5,5,Insuficiencia respiratoria aguda,65,4,2,4,20,35,2025/01/27,M,C2,29473.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,5,6,COVID-19 sospecha/confirmada,200,12,26,33,99,30,27.01.25,F,C2,108180.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,5,1,Influenza y neumonia,186,17,19,36,71,43,27.01.25,M,C4,115785.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,5,2,Infeccion respiratoria aguda alta,70,3,6,12,44,5,27-01-2025,M,C4,45093.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,5,3,Bronquitis/Bronquiolitis aguda,216,69,47,42,42,16,27-01-2025,M,C4,95256.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,5,4,Crisis asmática,203,7,17,65,94,20,27.01.25,F,C5,102457.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,5,5,Insuficiencia respiratoria aguda,52,1,2,4,18,27,27.01.25,M,C5,96289.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,5,6,COVID-19 sospecha/confirmada,144,6,19,24,71,24,27.01.25,F,C5,93321.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,5,1,Influenza y neumonia,157,12,18,26,66,35,27-01-2025,M,C2,44935.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,5,2,Infeccion respiratoria aguda alta,123,5,18,22,56,22,27-01-2025,M,C1,76477.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,5,3,Bronquitis/Bronquiolitis aguda,148,45,35,27,34,7,2025/01/27,SinDato,C5,102128.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,5,4,Crisis asmática,137,4,12,43,69,9,27-01-2025,F,C4,82938.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,5,5,Insuficiencia respiratoria aguda,144,13,2,9,51,69,2025/01/27,M,C4,74505.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,5,6,COVID-19 sospecha/confirmada,52,4,5,9,27,7,2025/01/27,M,C2,113230.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,5,1,Influenza y neumonia,112,11,10,14,40,37,2025/01/27,F,C2,103981.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,5,2,Infeccion respiratoria aguda alta,78,5,9,11,42,11,2025/01/27,F,C5,37280.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,5,3,Bronquitis/Bronquiolitis aguda,124,46,27,17,27,7,27.01.25,M,C5,94961.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,5,4,Crisis asmática,141,9,14,42,65,11,27-01-2025,F,C2,113612.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,5,5,Insuficiencia respiratoria aguda,37,0,2,2,7,26,2025/01/27,F,C2,79707.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,5,6,COVID-19 sospecha/confirmada,76,4,7,13,42,10,27-01-2025,M,C3,36759.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,5,1,Influenza y neumonia,237,24,25,33,94,61,27-01-2025,M,C5,69506.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,5,2,Infeccion respiratoria aguda alta,98,5,14,15,43,506,27-01-2025,F,C3,96926.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,5,3,Bronquitis/Bronquiolitis aguda,116,35,29,17,32,3,27-01-2025,M,C4,112424.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,5,4,Crisis asmática,76,5,9,20,38,4,2025/01/27,F,C1,129631.0
910333,Hospital Regional de Temuco  ,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,URGENCIA HOSPITALARIA ESPECIALIZADA,-38.7397,-72.5984,Alta Complejidad,2025,5,5,Insuficiencia respiratoria aguda,182,8,7,10,66,91,27-01-2025,F,C3,130993.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,5,6,COVID-19 sospecha/confirmada,176,13,13,39,81,30,27.01.25,M,C2,59571.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,6,1,Influenza y neumonia,48,2,6,6,23,11,03-02-2025,M,C3,142695.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,6,2,Infeccion respiratoria aguda alta,126,4,11,28,57,26,03-02-2025,F,C2,116426.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,6,3,Bronquitis/Bronquiolitis aguda,199,65,60,30,32,12,03-02-2025,M,C2,94857.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,6,4,Crisis asmática,170,6,19,43,78,24,2025/02/03,M,C4,66879.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,6,5,Insuficiencia respirat0ria agudaa,193,4,3,12,76,98,2025/02/03,F,C3,109647.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,6,6,COVID-19 sospecha/confirmada,240,9,32,49,120,30,03-02-2025,M,C5,122833.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,6,1,Influenza y neumonia,221,17,25,31,100,48,03-02-2025,F,C3,123547.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,6,2,Infeccion respiratoria aguda alta,194,15,25,41,83,30,03-02-2025,F,C3,74094.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,6,3,Bronquitis/Bronquiolitis aguda,190,60,42,35,45,8,03-02-2025,M,C4,74195.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,6,4,Crisis asmática,101,2,13,24,52,10,03-02-2025,M,C2,122496.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,6,5,Insuficiencia respiratoria aguda,202,9,9,13,79,92,2025/02/03,F,C3,136717.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,6,6,COVID-19 sospecha/confirmada,188,9,22,36,89,32,03.02.25,F,C3,78832.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,6,1,Influenza y neumonia,47,2,6,8,18,13,03.02.25,M,C4,73267.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,6,2,Infeccion respiratoria aguda alta,55,1,9,11,25,9,03-02-2025,F,C1,123251.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,6,3,Bronquitis/Bronquiolitis aguda,133,48,27,28,24,6,03-02-2025,M,C4,135773.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,6,4,Crisis asmática,137,8,19,30,61,19,03-02-2025,M,C5,128872.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,6,5,Insuficiencia respiratoria aguda,82,3,3,15,22,39,2025/02/03,M,C1,86170.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,6,6,COVID-19 sospecha/confirmada,45,7,2,10,23,3,03.02.25,F,C3,110267.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,6,1,Influenza y neumonia,155,7,18,21,60,49,03.02.25,M,C2,101283.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,6,2,Infeccion respiratoria aguda alta,32,0,6,6,15,5,2025/02/03,F,C2,96571.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,6,3,Bronquitis/Bronquiolitis aguda,176,57,43,28,41,7,2025/02/03,F,C4,117828.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,6,4,Crisis asmática,107,8,13,29,44,13,2025/02/03,M,C1,100571.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,6,5,Insuficiencia respiratoria aguda,120,4,4,11,39,62,2025/02/03,F,C5,135641.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,6,6,COVID-19 sospecha/confirmada,142,8,21,28,65,20,03.02.25,M,C2,81397.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada  ,-38.7397,-72.5984,Alta Complejidad,2025,6,1,Influenza y neumonia,182,11,14,30,81,46,2025/02/03,M,C4,69552.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,6,2,Infeccion respiratoria aguda alta,46,4,6,4,24,8,2025/02/03,F,C4,128728.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,6,3,Bronquitis/Bronquiolitis aguda,111,29,30,21,23,8,03-02-2025,F,C2,139737.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,6,4,Crisis asmática,151,4,19,44,68,16,03-02-2025,F,C4,67529.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,6,5,Insuficiencia respiratoria aguda,108,3,5,6,39,52,03.02.25,F,C2,59511.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,6,6,COVID-19 sospecha/confirmada,119,8,18,21,55,17,2025/02/03,M,C3,135547.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,7,1,Influenza y neumonia,187,14,20,30,84,39,10.02.25,F,C3,50415.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,7,2,Infeccion respiratoria aguda alta,116,5,12,27,53,19,10-02-2025,M,C3,49472.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,7,3,Bronquitis/Bronquiolitis aguda,127,42,27,23,27,8,2025/02/10,F,C4,86879.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,7,4,Crisis asmática,122,6,19,29,55,13,10-02-2025,F,C2,84768.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,7,5,Insuficiencia respiratoria aguda,181,2,10,7,66,96,10-02-2025,F,C4,113775.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2025,7,6,COVID-19 sospecha/confirmada,117,8,10,25,58,16,10.02.25,M,C3,139148.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH)  ,-33.0245,-71.5518,Alta Complejidad,2025,7,1,Influenza y neumonia,121,9,9,17,52,34,10-02-2025,M,C3,77407.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,7,2,Infeccion respiratoria aguda alta,123,13,19,27,52,12,2025/02/10,M,C4,105447.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,7,3,Bronquitis/Bronquiolitis aguda,78,23,18,14,18,5,10-02-2025,F,C3,120216.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,7,4,Crisis asmática,96,4,14,28,42,8,10.02.25,F,C2,104960.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2025,7,5,Insuficiencia respiratoria aguda,208,6,10,13,68,111,10.02.25,M,C2,115730.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH)  ,-33.0245,-71.5518,Alta Complejidad,2025,7,6,COVID-19 sospecha/confirmada,81,8,9,13,38,13,10-02-2025,M,C3,118382.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,7,1,Influenza y neumonia,87,7,10,13,40,17,2025/02/10,M,C3,87258.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,7,2,Infeccion respiratoria aguda alta,72,4,4,20,36,8,2025/02/10,F,C2,57844.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,7,3,Bronquitis/Bronquiolitis aguda,127,34,33,19,32,9,2025/02/10,M,C5,116122.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,7,4,Crisis asmática,89,3,13,21,45,7,2025/02/10,F,C5,121250.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,7,5,Insuficiencia respiratoria aguda,75,1,2,8,32,32,10-02-2025,F,C5,147450.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2025,7,6,COVID-19 sospecha/confirmada,165,11,25,32,74,23,2025/02/10,M,C4,91687.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,7,1,Influenza y neumonia,39,2,3,6,21,7,10-02-2025,F,C3,83351.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,7,2,Infeccion respiratoria aguda alta,141,8,19,33,69,12,10-02-2025,F,C2,108049.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,7,3,Bronquitis/Bronquiolitis aguda,164,46,47,30,32,9,10.02.25,M,C1,122261.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,7,4,Crisis asmática,72,1,6,9,44,12,2025/02/10,M,C3,138933.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,7,5,Insuficiencia respiratoria aguda,143,5,7,13,50,68,10-02-2025,M,C4,112237.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2025,7,6,COVID-19 sospecha/confirmada,60,8,7,8,29,8,2025/02/10,M,C2,59694.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2025,7,1,Influenza y neumonia,158,13,16,27,70,32,10.02.25,M,C2,90700.0
